Responses,Coding,Count,Pct
"('CN', 'Unknown', 'AD', 'AD', 'AD', 'AD', 'MCI')",standard,1,0.0
"('CN', 'Unknown', 'AD', 'CN')",standard,1,0.0
"('CN', 'Unknown', 'AD', 'CN', 'AD', 'AD')",standard,1,0.0
"('CN', 'Unknown', 'AD', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN')",standard,1,0.0
"('CN', 'Unknown', 'AD', 'CN', 'CN', 'Unknown')",standard,1,0.0
"('CN', 'Unknown', 'AD', 'CN', 'CN', 'Unknown', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'Unknown', 'AD', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'Unknown')",standard,1,0.0
"('CN', 'MCI', 'MCI', 'AD', 'Unknown')",standard,1,0.0
"('MCI', 'MCI', 'AD', 'AD', 'AD', 'CN')",standard,1,0.0
"('MCI', 'CN', 'MCI', 'MCI', 'CN', 'CN', 'Unknown')",standard,1,0.0
"('CN', 'MCI', 'Unknown', 'AD', 'Unknown', 'Unknown')",standard,1,0.0
"('CN', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'AD', 'AD')",standard,1,0.0
"('MCI', 'CN', 'MCI', 'MCI', 'CN')",standard,1,0.0
"('CN', 'MCI', 'MCI', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('MCI', 'CN', 'MCI', 'MCI', 'AD', 'AD', 'AD', 'AD', 'CN', 'CN', 'CN')",standard,1,0.0
"('MCI', 'CN', 'MCI', 'MCI', 'AD', 'AD')",standard,1,0.0
"('MCI', 'CN', 'MCI', 'MCI', 'AD')",standard,1,0.0
"('CN', 'MCI', 'MCI', 'CN', 'CN', 'AD')",standard,1,0.0
"('CN', 'MCI', 'Unknown', 'AD')",standard,1,0.0
"('CN', 'MCI', 'Unknown', 'AD', 'AD')",standard,1,0.0
"('CN', 'MCI', 'MCI', 'CN', 'CN')",standard,1,0.0
"('CN', 'MCI', 'MCI', 'CN', 'AD', 'CN', 'MCI')",standard,1,0.0
"('MCI', 'CN', 'MCI', 'CN', 'CN', 'CN', 'MCI')",standard,1,0.0
"('CN', 'MCI', 'Unknown', 'CN', 'CN')",standard,1,0.0
"('CN', 'MCI', 'Unknown', 'CN', 'MCI', 'AD', 'AD', 'AD', 'MCI', 'AD', 'AD', 'MCI', 'MCI', 'AD')",standard,1,0.0
"('CN', 'MCI', 'Unknown', 'CN', 'Unknown')",standard,1,0.0
"('MCI', 'MCI', 'AD', 'AD', 'AD', 'AD', 'CN', 'MCI', 'MCI', 'MCI', 'AD')",standard,1,0.0
"('MCI', 'MCI', 'AD', 'AD', 'AD', 'AD', 'Unknown')",standard,1,0.0
"('CN', 'MCI', 'Unknown', 'MCI', 'AD')",standard,1,0.0
"('MCI', 'MCI', 'AD', 'AD', 'AD', 'AD', 'Unknown', 'Unknown')",standard,1,0.0
"('MCI', 'CN', 'MCI', 'CN', 'Unknown', 'MCI', 'AD', 'AD')",standard,1,0.0
"('CN', 'MCI', 'Unknown', 'MCI', 'CN', 'AD')",standard,1,0.0
"('MCI', 'CN', 'MCI', 'CN', 'CN', 'MCI')",standard,1,0.0
"('MCI', 'AD', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('CN', 'Unknown', 'MCI', 'Unknown', 'CN', 'CN', 'MCI', 'Unknown', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'CN')",standard,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'Unknown', 'AD')",standard,1,0.0
"('MCI', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('MCI', 'AD', 'AD', 'AD', 'AD', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('MCI', 'CN', 'AD', 'AD', 'MCI')",standard,1,0.0
"('MCI', 'AD', 'AD', 'AD', 'CN', 'CN', 'CN')",standard,1,0.0
"('MCI', 'AD', 'AD', 'AD', 'CN', 'CN', 'CN', 'CN', 'CN', 'AD')",standard,1,0.0
"('MCI', 'AD', 'AD', 'AD', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'AD', 'Unknown')",standard,1,0.0
"('MCI', 'AD', 'AD', 'AD', 'Unknown')",standard,1,0.0
"('MCI', 'CN', 'AD', 'AD', 'CN', 'CN', 'AD', 'CN', 'AD', 'CN', 'MCI', 'Unknown')",standard,1,0.0
"('MCI', 'CN', 'AD', 'AD', 'AD', 'MCI', 'Unknown', 'Unknown')",standard,1,0.0
"('MCI', 'AD', 'AD', 'AD', 'Unknown', 'CN')",standard,1,0.0
"('MCI', 'AD', 'AD', 'AD', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'AD', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'AD')",standard,1,0.0
"('MCI', 'CN', 'AD', 'AD', 'AD', 'MCI')",standard,1,0.0
"('MCI', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD', 'Unknown')",standard,1,0.0
"('MCI', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'MCI', 'AD', 'AD', 'AD')",standard,1,0.0
"('MCI', 'AD', 'AD', 'CN', 'AD', 'Unknown', 'CN', 'MCI', 'MCI', 'CN', 'CN', 'MCI')",standard,1,0.0
"('MCI', 'AD', 'AD', 'AD', 'AD', 'Unknown', 'Unknown', 'AD', 'AD', 'AD')",standard,1,0.0
"('MCI', 'AD', 'AD', 'CN', 'CN', 'AD')",standard,1,0.0
"('MCI', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('MCI', 'AD', 'AD', 'CN', 'CN', 'CN', 'CN', 'AD', 'CN', 'CN', 'CN')",standard,1,0.0
"('MCI', 'AD', 'AD', 'CN', 'CN', 'CN', 'CN', 'AD', 'MCI', 'MCI', 'MCI', 'MCI')",standard,1,0.0
"('MCI', 'AD', 'AD', 'CN', 'CN', 'CN', 'CN', 'CN', 'AD', 'CN', 'CN', 'Unknown')",standard,1,0.0
"('MCI', 'CN', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('MCI', 'AD', 'AD', 'CN', 'CN', 'CN', 'MCI')",standard,1,0.0
"('MCI', 'AD', 'AD', 'CN', 'CN', 'MCI')",standard,1,0.0
"('MCI', 'AD', 'AD', 'CN', 'CN', 'MCI', 'MCI')",standard,1,0.0
"('MCI', 'AD', 'AD', 'CN', 'MCI')",standard,1,0.0
"('MCI', 'AD', 'AD', 'MCI', 'AD', 'AD', 'AD')",standard,1,0.0
"('MCI', 'AD', 'AD', 'MCI', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('MCI', 'AD', 'AD', 'MCI', 'AD', 'AD', 'CN')",standard,1,0.0
"('MCI', 'AD', 'AD', 'AD', 'AD', 'Unknown', 'Unknown', 'Unknown', 'AD', 'AD')",standard,1,0.0
"('MCI', 'CN', 'AD', 'CN', 'AD')",standard,1,0.0
"('CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown')",standard,1,0.0
"('MCI', 'AD', 'AD', 'AD', 'AD', 'CN', 'AD', 'AD', 'AD', 'AD', 'MCI', 'MCI')",standard,1,0.0
"('MCI', 'CN', 'CN', 'AD', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('MCI', 'CN', 'CN', 'AD', 'CN')",standard,1,0.0
"('MCI', 'CN', 'CN', 'AD', 'AD', 'AD', 'MCI')",standard,1,0.0
"('MCI', 'AD', 'AD', 'AD', 'AD', 'AD', 'MCI', 'MCI', 'MCI')",standard,1,0.0
"('MCI', 'CN', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('MCI', 'CN', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('MCI', 'CN', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('MCI', 'CN', 'CN', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('MCI', 'CN', 'CN', 'AD', 'AD', 'AD')",standard,1,0.0
"('MCI', 'AD', 'AD', 'AD', 'AD', 'AD', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'AD')",standard,1,0.0
"('MCI', 'AD', 'AD', 'AD', 'AD', 'AD', 'Unknown')",standard,1,0.0
"('MCI', 'AD', 'AD', 'AD', 'AD', 'CN', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('MCI', 'AD', 'AD', 'AD', 'AD', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('MCI', 'AD', 'AD', 'AD', 'AD', 'CN', 'AD', 'AD', 'MCI', 'MCI', 'CN')",standard,1,0.0
"('MCI', 'AD', 'AD', 'AD', 'AD', 'Unknown', 'Unknown')",standard,1,0.0
"('MCI', 'AD', 'AD', 'AD', 'AD', 'CN', 'CN', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('MCI', 'AD', 'AD', 'AD', 'AD', 'CN', 'CN', 'CN')",standard,1,0.0
"('MCI', 'AD', 'AD', 'AD', 'AD', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('MCI', 'CN', 'AD', 'MCI', 'MCI', 'AD', 'CN', 'AD', 'AD', 'Unknown', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('MCI', 'CN', 'AD', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('MCI', 'CN', 'AD', 'MCI', 'CN', 'CN')",standard,1,0.0
"('MCI', 'CN', 'AD', 'MCI', 'CN', 'AD')",standard,1,0.0
"('MCI', 'CN', 'AD', 'CN', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('MCI', 'CN', 'AD', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('MCI', 'CN', 'AD', 'CN', 'CN', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('MCI', 'CN', 'AD', 'CN', 'CN')",standard,1,0.0
"('MCI', 'AD', 'AD', 'AD', 'AD', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",standard,1,0.0
"('MCI', 'AD', 'AD', 'AD', 'AD', 'Unknown')",standard,1,0.0
"('MCI', 'AD', 'AD', 'MCI', 'AD', 'MCI')",standard,1,0.0
"('MCI', 'AD', 'AD', 'MCI', 'AD', 'MCI', 'Unknown')",standard,1,0.0
"('MCI', 'AD', 'Unknown', 'Unknown', 'Unknown', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('MCI', 'AD', 'MCI', 'AD', 'CN', 'CN', 'CN')",standard,1,0.0
"('MCI', 'AD', 'CN', 'CN', 'AD', 'AD', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('MCI', 'AD', 'MCI', 'MCI', 'MCI', 'CN', 'CN', 'Unknown', 'MCI', 'MCI', 'MCI', 'AD', 'MCI', 'AD', 'MCI', 'MCI', 'MCI')",standard,1,0.0
"('MCI', 'AD', 'CN', 'CN', 'AD', 'Unknown', 'AD', 'MCI', 'AD', 'AD')",standard,1,0.0
"('MCI', 'AD', 'MCI', 'MCI', 'MCI', 'CN', 'CN')",standard,1,0.0
"('MCI', 'AD', 'CN', 'CN', 'CN', 'CN', 'AD')",standard,1,0.0
"('MCI', 'AD', 'CN', 'CN', 'CN', 'CN', 'AD', 'CN')",standard,1,0.0
"('MCI', 'AD', 'CN', 'CN', 'CN', 'CN', 'CN', 'AD', 'CN', 'CN')",standard,1,0.0
"('MCI', 'AD', 'MCI', 'MCI', 'AD', 'AD', 'AD')",standard,1,0.0
"('MCI', 'AD', 'MCI', 'MCI', 'AD', 'AD')",standard,1,0.0
"('MCI', 'AD', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('MCI', 'AD', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('MCI', 'AD', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('MCI', 'AD', 'MCI', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('MCI', 'AD', 'MCI', 'AD', 'AD', 'CN', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('MCI', 'AD', 'AD', 'MCI', 'CN')",standard,1,0.0
"('MCI', 'AD', 'MCI', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('MCI', 'AD', 'MCI', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('MCI', 'AD', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('MCI', 'AD', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('MCI', 'AD', 'CN', 'CN', 'CN', 'CN', 'Unknown')",standard,1,0.0
"('MCI', 'AD', 'MCI', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('MCI', 'AD', 'MCI', 'AD', 'AD', 'AD')",standard,1,0.0
"('MCI', 'AD', 'CN', 'CN', 'MCI', 'CN', 'CN', 'CN', 'AD')",standard,1,0.0
"('MCI', 'AD', 'CN', 'CN', 'Unknown', 'AD', 'Unknown')",standard,1,0.0
"('MCI', 'AD', 'CN', 'MCI')",standard,1,0.0
"('MCI', 'AD', 'CN', 'MCI', 'CN', 'CN', 'MCI', 'MCI')",standard,1,0.0
"('MCI', 'AD', 'CN', 'MCI', 'MCI', 'MCI')",standard,1,0.0
"('MCI', 'AD', 'CN', 'Unknown')",standard,1,0.0
"('MCI', 'AD', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",standard,1,0.0
"('MCI', 'AD', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'AD')",standard,1,0.0
"('MCI', 'AD', 'MCI', 'MCI', 'MCI', 'Unknown')",standard,1,0.0
"('MCI', 'AD', 'CN', 'AD', 'AD', 'AD', 'AD', 'MCI', 'AD', 'AD')",standard,1,0.0
"('MCI', 'AD', 'Unknown', 'Unknown', 'MCI', 'MCI')",standard,1,0.0
"('MCI', 'AD', 'AD', 'MCI', 'CN', 'AD', 'AD')",standard,1,0.0
"('MCI', 'AD', 'AD', 'MCI', 'CN', 'CN', 'MCI', 'AD', 'MCI', 'MCI', 'AD', 'MCI')",standard,1,0.0
"('MCI', 'AD', 'Unknown', 'MCI')",standard,1,0.0
"('MCI', 'AD', 'Unknown', 'CN', 'MCI', 'MCI', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('MCI', 'AD', 'AD', 'MCI', 'MCI')",standard,1,0.0
"('MCI', 'AD', 'Unknown', 'CN', 'AD', 'CN', 'AD')",standard,1,0.0
"('MCI', 'MCI', 'AD', 'AD', 'CN', 'MCI', 'CN', 'CN', 'CN', 'AD')",standard,1,0.0
"('MCI', 'AD', 'Unknown', 'AD', 'Unknown')",standard,1,0.0
"('MCI', 'AD', 'AD', 'MCI', 'MCI', 'MCI')",standard,1,0.0
"('MCI', 'AD', 'Unknown', 'AD', 'AD', 'AD')",standard,1,0.0
"('MCI', 'AD', 'AD', 'MCI', 'MCI', 'MCI', 'MCI', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('MCI', 'AD', 'Unknown', 'AD', 'AD')",standard,1,0.0
"('MCI', 'AD', 'AD', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",standard,1,0.0
"('MCI', 'AD', 'AD', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",standard,1,0.0
"('MCI', 'AD', 'MCI', 'Unknown', 'MCI')",standard,1,0.0
"('MCI', 'AD', 'MCI', 'Unknown')",standard,1,0.0
"('MCI', 'AD', 'AD', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown')",standard,1,0.0
"('MCI', 'AD', 'MCI', 'MCI', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",standard,1,0.0
"('MCI', 'AD', 'AD', 'Unknown', 'AD')",standard,1,0.0
"('MCI', 'AD', 'MCI', 'MCI', 'Unknown', 'AD', 'AD')",standard,1,0.0
"('MCI', 'AD', 'AD', 'Unknown', 'AD', 'AD', 'Unknown')",standard,1,0.0
"('MCI', 'AD', 'AD', 'Unknown', 'Unknown')",standard,1,0.0
"('MCI', 'AD', 'AD', 'Unknown', 'Unknown', 'Unknown')",standard,1,0.0
"('MCI', 'AD', 'MCI', 'MCI', 'Unknown')",standard,1,0.0
"('MCI', 'AD', 'MCI', 'MCI', 'MCI', 'Unknown', 'CN', 'CN')",standard,1,0.0
"('MCI', 'AD', 'CN', 'AD', 'AD')",standard,1,0.0
"('MCI', 'CN', 'CN', 'AD', 'CN', 'CN', 'MCI', 'MCI')",standard,1,0.0
"('MCI', 'CN', 'CN', 'AD', 'MCI', 'AD', 'AD')",standard,1,0.0
"('MCI', 'CN', 'CN', 'AD', 'MCI', 'MCI')",standard,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'AD')",standard,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'AD', 'MCI')",standard,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('CN', 'Unknown', 'MCI', 'CN', 'CN', 'CN', 'CN', 'CN')",standard,1,0.0
"('CN', 'Unknown', 'MCI', 'MCI')",standard,1,0.0
"('CN', 'Unknown', 'MCI', 'MCI', 'AD', 'AD', 'AD')",standard,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI')",standard,1,0.0
"('CN', 'Unknown', 'MCI', 'MCI', 'AD', 'AD', 'AD', 'CN', 'CN')",standard,1,0.0
"('CN', 'Unknown', 'MCI', 'MCI', 'MCI', 'AD', 'AD', 'CN', 'CN', 'CN', 'MCI', 'CN', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI', 'Unknown', 'Unknown')",standard,1,0.0
"('CN', 'Unknown', 'MCI', 'MCI', 'Unknown', 'Unknown', 'MCI', 'AD', 'Unknown')",standard,1,0.0
"('MCI', 'AD', 'CN', 'Unknown', 'Unknown')",standard,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN')",standard,1,0.0
"('CN', 'Unknown', 'MCI', 'Unknown', 'Unknown', 'AD')",standard,1,0.0
"('CN', 'Unknown', 'Unknown', 'CN', 'CN')",standard,1,0.0
"('CN', 'Unknown', 'Unknown', 'AD')",standard,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'AD', 'CN')",standard,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'Unknown', 'Unknown', 'AD', 'AD', 'AD')",standard,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI')",standard,1,0.0
"('CN', 'Unknown', 'Unknown', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'MCI', 'AD')",standard,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown')",standard,1,0.0
"('CN', 'Unknown', 'Unknown', 'AD', 'AD', 'AD', 'Unknown', 'AD', 'Unknown')",standard,1,0.0
"('CN', 'Unknown', 'Unknown', 'AD', 'Unknown', 'Unknown', 'AD', 'CN', 'CN', 'CN', 'MCI')",standard,1,0.0
"('CN', 'Unknown', 'Unknown', 'AD', 'Unknown', 'Unknown', 'AD', 'MCI')",standard,1,0.0
"('CN', 'Unknown', 'Unknown', 'CN', 'AD')",standard,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI')",standard,1,0.0
"('CN', 'Unknown', 'MCI', 'AD', 'AD', 'AD', 'AD', 'MCI', 'MCI', 'AD', 'AD', 'Unknown')",standard,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI')",standard,1,0.0
"('CN', 'Unknown', 'MCI', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN')",standard,1,0.0
"('CN', 'Unknown', 'CN', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",standard,1,0.0
"('CN', 'Unknown', 'CN', 'CN', 'Unknown', 'CN')",standard,1,0.0
"('CN', 'Unknown', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'Unknown', 'MCI')",standard,1,0.0
"('CN', 'Unknown', 'CN', 'CN', 'Unknown', 'Unknown', 'AD')",standard,1,0.0
"('CN', 'Unknown', 'CN', 'CN', 'Unknown', 'Unknown', 'Unknown', 'AD', 'AD', 'Unknown', 'AD', 'MCI', 'Unknown', 'Unknown')",standard,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'Unknown')",standard,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI')",standard,1,0.0
"('CN', 'Unknown', 'CN', 'MCI', 'CN', 'CN')",standard,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'MCI', 'CN', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'Unknown', 'CN', 'MCI', 'CN', 'Unknown', 'Unknown', 'AD', 'Unknown', 'CN')",standard,1,0.0
"('CN', 'Unknown', 'CN', 'MCI', 'MCI', 'Unknown')",standard,1,0.0
"('CN', 'Unknown', 'CN', 'MCI', 'Unknown', 'Unknown', 'AD', 'MCI', 'AD', 'AD')",standard,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'MCI', 'MCI', 'MCI')",standard,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'Unknown', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'Unknown')",standard,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI')",standard,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI')",standard,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN')",standard,1,0.0
"('CN', 'Unknown', 'CN', 'Unknown')",standard,1,0.0
"('CN', 'Unknown', 'CN', 'Unknown', 'AD', 'Unknown', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'Unknown', 'CN', 'Unknown', 'CN', 'CN')",standard,1,0.0
"('CN', 'Unknown', 'CN', 'Unknown', 'CN', 'CN', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'Unknown', 'CN', 'Unknown', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",standard,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'MCI')",standard,1,0.0
"('CN', 'Unknown', 'CN', 'Unknown', 'Unknown')",standard,1,0.0
"('CN', 'Unknown', 'CN', 'Unknown', 'Unknown', 'AD', 'AD')",standard,1,0.0
"('CN', 'Unknown', 'CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",standard,1,0.0
"('CN', 'Unknown', 'MCI', 'AD')",standard,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'Unknown')",standard,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI')",standard,1,0.0
"('MCI', 'CN', 'CN', 'AD', 'Unknown', 'AD', 'MCI', 'Unknown')",standard,1,0.0
"('CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",standard,1,0.0
"('CN', 'Unknown', 'Unknown', 'Unknown', 'AD', 'AD', 'AD')",standard,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'AD', 'AD', 'CN', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'AD')",standard,1,0.0
"('CN', 'Unknown', 'Unknown', 'Unknown', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'Unknown', 'Unknown', 'Unknown', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'Unknown', 'Unknown', 'Unknown')",standard,1,0.0
"('CN', 'Unknown', 'Unknown', 'Unknown', 'AD', 'AD', 'Unknown', 'AD', 'AD', 'AD')",standard,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'AD', 'CN', 'CN')",standard,1,0.0
"('CN', 'Unknown', 'Unknown', 'Unknown', 'AD', 'CN', 'AD')",standard,1,0.0
"('CN', 'Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'CN')",standard,1,0.0
"('CN', 'Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'CN', 'Unknown', 'MCI')",standard,1,0.0
"('CN', 'Unknown', 'Unknown', 'Unknown', 'CN', 'Unknown', 'AD', 'AD', 'AD')",standard,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'AD', 'AD', 'AD', 'AD', 'AD')",standard,1,0.0
"('CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'AD', 'Unknown', 'Unknown')",standard,1,0.0
"('MCI', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'CN', 'MCI', 'CN', 'AD')",standard,1,0.0
"('CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'CN', 'CN', 'CN')",standard,1,0.0
"('CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'MCI', 'MCI', 'MCI', 'MCI', 'MCI', 'AD')",standard,1,0.0
"('CN', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown', 'Unknown')",standard,1,0.0
